movieId,imdbId,tmdbId
364,0110357,8587
365,0107426,1689
366,0111686,11596
367,0110475,854
368,0110478,9359
369,0110588,23333
370,0110622,36593
371,0110771,12280
372,0110950,2788
373,0105226,10427
374,0110989,11011
375,0111054,49803
376,0110997,8987
377,0111257,1637
378,0111256,15128
379,0111438,8831
380,0111503,36955
381,0111693,10449
382,0111742,10395
383,0111756,12160
384,0112443,40480
385,0110455,52038
386,0111048,29444
387,0110399,26352
388,0112570,39953
389,0109454,41580
390,0059170,315
391,0110186,22067
392,0108069,18242
393,0111301,11667
394,0112702,32502
395,0112849,267188
396,0113014,28732
397,0113043,75555
398,0113104,42981
399,0113173,278939
400,0113319,291731
401,0113827,226229
402,0114047,203119
403,0112889,172923
404,0109339,316098
405,0110027,8011
406,0109785,171857
407,0113409,2654
408,0109021,18069
409,0109035,19092
410,0106220,2758
411,0111804,38129
412,0106226,10436
413,0109068,13595
414,0109067,46094
415,0106292,9409
416,0109198,11853
417,0109219,16771
418,0106379,46924
419,0106400,11041
420,0109254,306
421,0109279,14522
422,0109297,26203
423,0109303,178
424,0109305,19819
425,0109306,57834
426,0106452,4722
427,0106471,18215
428,0106489,1607
429,0109361,26391
430,0106505,117553
431,0106519,6075
432,0109439,11310
433,0109443,18658
434,0106582,9350
435,0106598,9612
436,0109456,2124
437,0109480,26261
438,0109493,19176
439,0106660,49299
440,0106673,11566
441,0106677,9571
442,0106697,9739
443,0109729,24257
444,0106834,34444
445,0106873,26141
446,0106332,10997
447,0109783,50463
448,0106881,10443
449,0106880,20239
450,0111732,16297
451,0106926,18551
452,0111712,25440
453,0106941,9024
454,0106918,37233
455,0106965,1634
456,0109842,13815
457,0106977,5503
458,0107004,35588
459,0109890,2087
460,0109891,41579
461,0109913,18620
462,0109920,41006
463,0107057,4916
464,0107076,2019
465,0107096,31642
466,0107144,9255
467,0113674,26271
468,0112966,10612
469,0107151,2259
470,0110064,16097
471,0110074,11934
472,0110097,106143
473,0110123,12475
474,0107206,9386
475,0107207,7984
476,0110137,59930
477,0108551,15765
478,0110197,31643
479,0107286,6
480,0107290,329
481,0107302,10909
482,0110265,507
483,0107322,34024
484,0110305,29918
485,0107362,9593
486,0107413,42580
487,0110353,22317
488,0107468,1413
489,0107478,12121
490,0107497,2246
491,0107501,10502
492,0107507,10440
493,0107554,9516
494,0116253,2320
495,0074102,5879
496,0111689,83718
497,0107616,11971
498,0107611,2625
499,0107613,31911
500,0107614,788
501,0107653,21450
502,0110657,11231
503,0110649,41588
504,0110678,10447
505,0110687,31586
506,0107756,9300
507,0107808,9559
508,0107818,9800
509,0107822,713
510,0107840,8291
511,0107889,18133
512,0111003,25557
513,0110939,22588
514,0110955,10872
515,0107943,1245
516,0110971,11858
517,0107969,7007
518,0111001,10467
519,0107978,5550
520,0107977,8005
521,0107983,2088
522,0105275,10412
523,0108000,47889
524,0108002,14534
525,0108026,56583
526,0105032,41878
527,0108052,424
528,0111094,35233
529,0108065,14291
530,0111102,103413
531,0108071,11236
532,0111127,11592
533,0111143,8850
534,0108101,10445
535,0108122,695
536,0111194,43535
537,0111201,12519
538,0108149,23210
539,0108160,858
540,0108162,867
541,0083658,78
542,0108186,13203
543,0108174,10442
544,0108238,11074
545,0089256,33367
546,0108255,9607
547,0111323,17585
548,0111400,9057
549,0108328,20967
550,0111418,10635
551,0107688,9479
552,0108333,10057
553,0108358,11969
554,0111488,41590
555,0108399,319
556,0108515,26408
558,0110763,15139
559,0107779,161158
560,0109226,218473
561,0110259,85247
562,0114906,11446
563,0107002,51980
564,0109403,24405
565,0104029,11655
566,0110623,11800
567,0107315,8223
568,0106408,14587
569,0110363,31504
570,0107349,41653
571,0111709,53185
572,0109828,95743
573,0107225,23637
574,0111252,17600
575,0110366,10897
576,0106878,349394
577,0109120,21352
579,0108059,68806
580,0110892,37345
581,0112651,32562
582,0107642,47507
583,0109382,25403
584,0106678,124304
585,0112572,9066
586,0099785,771
587,0099653,251
588,0103639,812
589,0103064,280
590,0099348,581
591,0114706,80350
592,0096895,268
593,0102926,274
594,0029583,408
595,0101414,10020
596,0032910,10895
597,0100405,114
598,0110719,41043
599,0065214,576
600,0110395,15477
601,0111752,59146
602,0109934,124472
603,0112606,30528
604,0115978,
605,0117247,7300
606,0112625,10824
607,0106537,261246
608,0116282,275
609,0116552,25059
610,0082509,11827
611,0116514,8766
612,0117283,23570
613,0116684,47333
614,0110374,54850
615,0070506,51242
616,0065421,10112
617,0113083,4307
618,0118001,46029
619,0116165,32308
620,0102855,88893
621,0107471,52873
623,0113839,123505
624,0112712,340210
625,0090665,44281
626,0117891,28121
627,0113613,12520
628,0117381,1592
629,0114305,166901
630,0115837,36447
631,0115509,19042
632,0114671,38884
633,0112844,47449
634,0114658,36259
635,0116275,41852
636,0113122,40926
637,0117608,9099
638,0113448,2021
639,0116414,61752
640,0116095,10988
641,0111543,11479
642,0117517,398959
643,0117312,287305
644,0116485,339428
645,0113947,12652
647,0115956,10684
648,0117060,954
649,0109028,68445
650,0117071,18989
651,0117788,10801
652,0112257,54285
653,0116136,8840
654,0118026,278978
655,0117117,124625
656,0116168,11107
657,0111787,16417
658,0112509,70934
659,0054189,10363
660,0115591,161070
661,0116683,10539
662,0116287,10543
663,0116768,18414
664,0116269,47502
665,0114787,11902
666,0113720,27098
667,0112536,25087
668,0048473,5801
670,0052572,896
671,0117128,3065
672,0114616,318177
673,0117705,2300
674,0062711,8069
675,0110061,288173
676,0140614,187851
678,0108181,27768
679,0114307,221917
680,0058898,8072
681,0082206,35797
682,0111430,88030
683,0107727,185191
684,0081759,83857
685,0113443,33245
687,0109491,124460
688,0114048,27281
690,0111613,105045
691,0117104,40001
692,0117688,29621
693,0109751,117730
694,0117774,20762
695,0114736,37144
696,0112604,48260
697,0116289,12656
698,0109593,38867
699,0103095,277270
700,0112368,25969
701,0104046,44103
702,0062952,753
703,0115742,43634
704,0117420,9103
705,0115951,90214
706,0117784,29649
707,0117107,10990
708,0117979,8866
709,0095776,12233
710,0115851,23449
711,0116322,36355
712,0109374,37667
713,0110712,90148
714,0112817,922
715,0113362,11876
716,0073778,52633
717,0112546,62364
718,0108500,11687
719,0117108,9304
720,0118114,
721,0114103,
722,0113270,73183
723,0092123,131232
724,0115963,9100
725,0116448,20759
726,0116827,46063
727,0114894,365371
728,0112701,32513
729,0113429,40651
730,0125877,
731,0116508,36915
732,0117260,40507
733,0117500,9802
734,0116405,25697
735,0109592,21588
736,0117998,664
737,0115624,11867
738,0113145,47119
739,0116559,
741,0113568,9323
742,0117894,10280
743,0117723,10535
744,0112586,124613
745,0112691,532
746,0040366,26744
747,0117768,16299
748,0115571,10547
749,0031612,245268
750,0057012,935
751,0103926,55613
752,0105737,215107
753,0113849,41007
754,0113188,35645
755,0042644,110465
756,0109381,255546
757,0109688,40751
758,0104606,275096
759,0110480,85778
760,0108211,11101
761,0117331,9826
762,0117765,9879
763,0116833,63564
764,0113280,22621
765,0116669,7095
766,0116594,26890
767,0113211,46732
768,0114494,124633
769,0116992,
770,0038426,
771,0094265,202425
772,0105201,196940
773,0070820,77771
774,0084898,181083
775,0063715,41225
776,0109191,188589
777,0114122,87190
778,0117951,627
779,0118523,32872
780,0116629,602
781,0117737,14553
782,0116277,9566
783,0116583,10545
784,0115798,9894
785,0116778,11543
786,0116213,9268
787,0113147,52059
788,0117218,9327
789,0100990,123763
790,0111546,81949
791,0113610,
792,0093199,42005
793,0106810,124306
794,0111180,183955
795,0111237,44535
796,0072362,44495
797,0103207,78285
798,0116040,11228
799,0116365,10779
800,0116905,26748
801,0116493,38223
802,0117333,9294
803,0118113,49963
804,0117628,11363
805,0117913,1645
806,0115530,31546
807,0114266,77056
808,0115493,36344
809,0116320,18550
810,0116756,11511
812,0109356,172198
813,0116823,34170
814,0112568,281085
815,0114170,109478
816,0117999,124645
818,0118073,12606
819,0108220,69895
820,0049521,35206
821,0112746,
822,0104403,151489
823,0061495,4837
824,0110246,12632
825,0116164,9098
826,0112865,282919
827,0112716,124614
828,0115472,18975
829,0116707,11962
830,0116313,2925
831,0114550,28628
832,0117438,3595
833,0116531,9308
834,0117332,92381
835,0116353,18555
836,0115857,12123
837,0117008,10830
838,0116191,3573
839,0115986,10546
840,0116571,18862
841,0053459,31417
842,0117826,9431
843,0113695,124619
844,0108227,297645
845,0111424,48144
846,0113080,46986
847,0115680,144982
848,0117718,47907
849,0116225,10061
850,0112767,36266
851,0115632,549
852,0117918,10478
853,0104109,66634
854,0051980,116690
855,0100840,213917
856,0107575,145925
857,0042054,100914
858,0068646,238
859,0116536,
860,0109255,159
861,0104558,11134
862,0116985,88224
864,0114936,132641
865,0114474,42758
866,0115736,9303
867,0115836,23945
868,0101692,37820
869,0116745,22479
870,0119214,9054
871,0116934,241058
872,0109066,11985
873,0075169,10232
874,0113542,59569
875,0110693,410921
876,0106544,38955
877,0116418,110513
878,0112607,114089
879,0120004,11015
880,0116654,9306
881,0116311,12559
882,0117965,58770
884,0114592,124851
885,0115725,3587
886,0115783,10723
887,0120271,56077
888,0113596,19004
889,0109001,101230
890,0094822,253632
891,0113253,10987
892,0117991,44705
893,0117093,20318
894,0024252,43596
895,0105729,79782
896,0111019,26933
897,0035896,27854
898,0032904,981
899,0045152,872
900,0043278,2769
901,0050419,13320
902,0054698,164
903,0052357,426
904,0047396,567
905,0025316,3078
906,0036855,13528
907,0025164,28288
908,0053125,213
909,0053604,284
910,0053291,239
911,0056923,4808
912,0034583,289
913,0033870,963
914,0058385,11113
915,0047437,6620
916,0046250,804
917,0031580,26531
918,0037059,909
919,0032138,630
920,0031381,770
921,0084370,31044
922,0043014,599
923,0033467,15
924,0062622,62
925,0039428,121357
926,0042192,705
927,0032143,22490
928,0032976,223
929,0032484,25670
930,0038787,303
931,0038109,4174
932,0050105,8356
933,0048728,381
934,0042451,20758
935,0045537,29376
936,0031725,1859
937,0050658,18299
938,0051658,17281
939,0052126,64382
940,0029843,10907
941,0032762,32093
942,0037008,1939
943,0039420,22292
944,0029162,3598
945,0027125,3080
946,0035446,198
947,0028010,13562
948,0049261,1712
949,0048028,220
950,0025878,3529
951,0032599,3085
952,0048960,2897
953,0038650,1585
954,0031679,3083
955,0029947,900
956,0034012,43795
957,0017350,85638
958,0036094,50001
959,0025586,43905
960,0038300,22688
961,0027893,23114
962,0032022,26378
963,0041509,40206
964,0039152,22356
965,0026029,260
966,0038235,43488
967,0036241,22613
968,0063350,10331
969,0043265,488
970,0046414,22733
971,0051459,261
972,0047162,57575
973,0033891,32574
974,0029855,22657
975,0029588,76464
976,0022879,22649
977,0027980,176841
979,0114007,125587
980,0093229,39448
981,0118927,52855
982,0048491,39940
983,0113730,172868
984,0117357,85328
985,0117669,124632
986,0116329,11076
987,0118742,63945
988,0116442,58985
989,0114354,890
990,0117011,10861
991,0117039,1770
992,0117473,44465
993,0116635,2033
994,0115678,18203
996,0116830,9333
997,0115847,47260
998,0117603,9400
999,0115438,9401
1000,0115994,12241
