movieId,userId,rating,timestamp,label,releaseYear,movieGenre1,movieGenre2,movieGenre3,movieRatingCount,movieAvgRating,movieRatingStddev,userRatedMovie1,userRatedMovie2,userRatedMovie3,userRatedMovie4,userRatedMovie5,userRatingCount,userAvgReleaseYear,userReleaseYearStddev,userAvgRating,userRatingStddev,userGenre1,userGenre2,userGenre3,userGenre4,userGenre5
273,25969,3.0,1342272904,0,1994,Drama,Horror,Sci-Fi,1633,3.11,0.97,344,6,719,296,589,19,1994,1.26,3.63,1.08,Thriller,Action,Crime,Comedy,Sci-Fi
34,28316,3.0,1363533265,0,1995,Children,Drama,"",7042,3.63,1.11,318,750,920,235,223,34,1986,16.01,3.13,0.91,Drama,Crime,Comedy,Action,Sci-Fi
593,29210,0.5,1277725851,0,1991,Crime,Horror,Thriller,13692,4.18,0.85,318,909,307,163,"",8,1987,13.61,2.94,1.68,Drama,Romance,Action,Western,Crime
293,29210,4.5,1296984944,1,1994,Action,Crime,Drama,5587,4.06,0.81,34,588,356,377,745,20,1991,8.96,2.88,1.53,Drama,Romance,Comedy,Children,Action
832,29865,2.0,1360352154,0,1996,Crime,Thriller,"",3052,3.44,0.92,165,380,377,353,480,14,1994,1.33,3.71,0.61,Action,Thriller,Crime,Adventure,Drama
163,29865,3.5,1360352177,1,1995,Action,Romance,Western,3058,3.44,0.94,165,380,377,353,480,15,1994,1.37,3.60,0.74,Action,Thriller,Crime,Adventure,Drama
986,4032,3.5,1360802664,1,1996,Adventure,Children,"",616,3.50,0.97,905,158,198,345,673,14,1982,21.22,4.00,0.76,Drama,Romance,Comedy,Children,Thriller
922,4032,4.5,1360803356,1,1950,Drama,Film-Noir,Romance,1397,4.26,0.79,930,923,858,111,541,27,1978,21.32,4.07,0.73,Drama,Comedy,Romance,Thriller,Children
551,4032,4.0,1361003744,1,1993,Animation,Children,Fantasy,4460,3.71,0.97,741,902,596,595,588,42,1976,21.62,4.21,0.67,Drama,Romance,Comedy,Thriller,Children
2,4032,3.5,1361003759,1,1995,Adventure,Children,Fantasy,4853,3.21,0.96,551,741,902,596,595,43,1976,21.51,4.21,0.67,Drama,Romance,Comedy,Thriller,Children
356,7762,5.0,1314553102,1,1994,Comedy,Drama,Romance,14426,4.03,0.95,318,50,858,296,527,6,1990,9.20,4.50,1.00,Crime,Drama,Thriller,Mystery,War
1,15947,5.0,1320790852,1,1995,Adventure,Animation,Children,10759,3.91,0.89,110,260,318,356,431,14,1990,8.33,4.36,0.84,Drama,Crime,Thriller,Comedy,Action
364,19665,4.0,1398745318,1,1994,Adventure,Animation,Children,8464,3.78,0.93,919,48,362,616,904,7,1976,22.97,3.79,0.27,Children,Romance,Adventure,Musical,Comedy
589,20141,2.5,1386262167,0,1991,Action,Sci-Fi,"",11483,3.94,0.90,110,1,527,50,858,6,1991,9.36,4.58,0.49,Drama,Crime,War,Comedy,Action
590,20141,4.5,1386262916,1,1990,Adventure,Drama,Western,9497,3.72,0.97,32,778,110,1,527,10,1990,8.82,3.95,1.32,Drama,Crime,Comedy,Thriller,Mystery
364,20141,4.0,1386264227,1,1994,Adventure,Animation,Children,8464,3.78,0.93,590,32,778,110,1,11,1990,8.37,4.00,1.26,Drama,Crime,Comedy,Thriller,Adventure
356,20141,5.0,1386264429,1,1994,Comedy,Drama,Romance,14426,4.03,0.95,34,364,590,32,778,14,1991,7.50,3.89,1.33,Drama,Adventure,Crime,Children,Comedy
593,20141,4.5,1386264699,1,1991,Crime,Horror,Thriller,13692,4.18,0.85,296,733,356,34,364,17,1991,6.92,4.00,1.24,Drama,Comedy,Thriller,Adventure,Crime
260,20141,0.5,1386264712,0,1977,Action,Adventure,Sci-Fi,11958,4.19,0.91,480,593,296,733,356,19,1991,6.53,4.08,1.19,Drama,Thriller,Adventure,Crime,Comedy
372,20959,3.0,1263688029,0,1994,Comedy,Drama,Romance,1799,3.25,0.91,"","","","","",2,1995,0.71,2.75,0.35,"","","","",""
541,25821,4.0,1423345086,1,1982,Action,Sci-Fi,Thriller,6635,4.14,0.88,318,260,"","","",3,1988,9.81,4.17,1.44,Action,Sci-Fi,Adventure,Crime,Drama
648,25821,4.0,1423346697,1,1996,Action,Adventure,Mystery,8117,3.37,0.90,593,480,1,364,745,9,1990,6.50,4.50,0.87,Adventure,Action,Sci-Fi,Thriller,Children
780,26222,3.0,1253335821,0,1996,Action,Adventure,Sci-Fi,10271,3.37,1.06,648,912,903,293,260,35,1988,14.84,3.17,0.97,Thriller,Action,Mystery,Crime,Drama
709,26222,2.5,1253386247,0,1988,Adventure,Animation,Children,583,3.28,0.89,648,912,903,293,260,40,1989,14.03,3.10,0.94,Thriller,Action,Mystery,Crime,Drama
231,26222,4.0,1261407073,1,1994,Adventure,Comedy,"",7051,2.93,1.21,457,551,441,367,648,58,1990,11.88,3.03,0.87,Thriller,Action,Crime,Mystery,Drama
858,26222,4.5,1267936779,1,1972,Crime,Drama,"",8996,4.35,0.86,913,953,933,231,457,62,1988,14.90,3.09,0.87,Thriller,Action,Mystery,Crime,Drama
608,26222,4.5,1268067581,1,1996,Comedy,Crime,Drama,9505,4.09,0.93,858,913,953,933,231,64,1988,14.82,3.11,0.87,Thriller,Crime,Action,Mystery,Drama
595,26222,4.0,1268372627,1,1991,Animation,Children,Fantasy,7539,3.65,0.98,318,608,858,913,953,67,1988,14.54,3.14,0.88,Thriller,Crime,Drama,Action,Mystery
54,26222,2.5,1274799127,0,1995,Children,Comedy,"",228,2.86,1.08,911,39,223,364,595,76,1988,14.22,3.16,0.86,Thriller,Crime,Drama,Mystery,Action
8,26222,2.0,1275234488,0,1995,Adventure,Children,"",324,3.13,0.93,588,911,39,223,364,83,1988,14.82,3.13,0.85,Thriller,Crime,Drama,Mystery,Comedy
38,26222,2.5,1275234700,0,1995,Children,Comedy,"",130,2.83,1.35,588,911,39,223,364,85,1988,14.68,3.11,0.86,Thriller,Crime,Drama,Mystery,Comedy
541,26222,4.0,1275283372,1,1982,Action,Sci-Fi,Thriller,6635,4.14,0.88,588,911,39,223,364,86,1988,14.61,3.10,0.86,Thriller,Crime,Drama,Mystery,Comedy
904,26222,4.5,1275314256,1,1954,Mystery,Thriller,"",3845,4.25,0.77,541,588,911,39,223,87,1988,14.54,3.11,0.86,Thriller,Crime,Drama,Action,Mystery
362,26222,3.0,1275505810,0,1994,Adventure,Children,Romance,1657,3.38,0.96,904,541,588,911,39,99,1988,14.21,3.04,0.87,Thriller,Crime,Drama,Mystery,Action
801,26222,2.0,1275590845,0,1996,Children,Comedy,"",390,2.93,1.06,904,541,588,911,39,100,1989,13.90,2.87,0.84,Thriller,Drama,Crime,Mystery,Comedy
546,26222,2.0,1275590901,0,1993,Action,Adventure,Children,1275,2.03,1.07,904,541,588,911,39,100,1989,13.92,2.83,0.82,Thriller,Drama,Crime,Mystery,Comedy
919,26222,4.0,1275592002,1,1939,Adventure,Children,Fantasy,5138,3.98,0.94,904,541,588,911,39,100,1989,13.87,2.81,0.81,Thriller,Drama,Mystery,Crime,Comedy
1,26222,4.5,1278188139,1,1995,Adventure,Animation,Children,10759,3.91,0.89,919,904,541,588,911,100,1989,14.75,2.83,0.81,Thriller,Drama,Mystery,Crime,Comedy
318,26686,4.5,1259546407,1,1994,Crime,Drama,"",13826,4.45,0.72,480,593,356,110,"",5,1993,1.67,4.00,0.61,Action,Thriller,War,Drama,Sci-Fi
590,26686,2.5,1259546480,0,1990,Adventure,Drama,Western,9497,3.72,0.97,780,589,260,318,480,10,1991,5.54,3.95,0.83,Action,Sci-Fi,Thriller,Adventure,Drama
497,27130,4.0,1365007529,1,1993,Comedy,Romance,"",3047,3.88,0.91,750,"","","","",4,1986,15.02,2.75,1.32,War,Comedy,"","",""
778,27752,4.0,1275428427,1,1996,Comedy,Crime,Drama,5195,4.00,0.90,714,507,851,720,"",8,1994,1.20,3.00,1.31,Drama,Thriller,Adventure,Western,Mystery
163,27752,3.0,1275940121,0,1995,Action,Romance,Western,3058,3.44,0.94,475,32,111,356,778,14,1990,10.65,3.36,1.18,Drama,Thriller,Crime,Comedy,Mystery
50,27752,5.0,1290345613,1,1995,Crime,Mystery,Thriller,10221,4.35,0.75,380,377,260,296,527,25,1991,8.57,3.48,0.97,Drama,Thriller,Comedy,Crime,Romance
165,27752,4.0,1290345709,1,1995,Action,Crime,Thriller,7392,3.50,0.89,608,457,344,50,380,30,1991,7.90,3.60,0.99,Drama,Thriller,Comedy,Crime,Romance
780,27752,2.0,1290345750,0,1996,Action,Adventure,Sci-Fi,10271,3.37,1.06,165,608,457,344,50,31,1991,7.79,3.61,0.97,Drama,Thriller,Comedy,Crime,Action
150,27752,3.0,1290345755,0,1995,Adventure,Drama,IMAX,10324,3.86,0.86,165,608,457,344,50,32,1992,7.70,3.56,1.00,Drama,Thriller,Comedy,Crime,Action
273,27966,4.0,1280562201,1,1994,Drama,Horror,Sci-Fi,1633,3.11,0.97,"","","","","",2,1994,2.12,2.75,0.35,"","","","",""
249,27966,3.5,1280562650,1,1994,Drama,Romance,"",1090,3.71,0.90,968,273,"","","",4,1987,13.23,3.38,0.75,Sci-Fi,Horror,Thriller,Drama,""
296,27966,5.0,1280563952,1,1994,Comedy,Crime,Drama,14616,4.17,0.98,249,968,273,"","",5,1989,11.79,3.40,0.65,Sci-Fi,Horror,Drama,Romance,Thriller
318,27966,3.5,1280564099,1,1994,Crime,Drama,"",13826,4.45,0.72,858,18,296,249,968,8,1988,11.35,3.69,0.75,Drama,Sci-Fi,Thriller,Horror,Crime
589,27966,3.0,1280564611,0,1991,Action,Sci-Fi,"",11483,3.94,0.90,356,260,480,593,471,15,1989,9.21,3.80,0.59,Drama,Thriller,Crime,Comedy,Sci-Fi
541,27966,4.5,1280564960,1,1982,Action,Sci-Fi,Thriller,6635,4.14,0.88,367,47,590,1,150,27,1991,7.19,3.44,0.74,Drama,Comedy,Thriller,Crime,Adventure
919,28039,4.5,1274493086,1,1939,Adventure,Children,Fantasy,5138,3.98,0.94,1,588,39,745,357,10,1991,9.72,4.20,1.03,Comedy,Romance,Adventure,Children,Animation
48,28039,3.0,1274494531,0,1995,Animation,Children,Drama,2834,2.94,1.06,594,539,597,500,595,34,1987,16.25,3.04,1.45,Comedy,Romance,Children,Drama,Animation
616,28039,4.0,1274795241,1,1970,Animation,Children,"",1726,3.38,0.93,377,454,594,539,597,43,1987,16.90,2.86,1.46,Comedy,Romance,Children,Drama,Animation
17,3650,5.0,1360829935,1,1995,Drama,Romance,"",4556,3.97,0.94,497,918,"","","",3,1976,28.29,3.67,1.26,Romance,Musical,Comedy,"",""
595,3650,3.0,1360830333,0,1991,Animation,Children,Fantasy,7539,3.65,0.98,648,838,17,497,918,13,1986,15.80,3.15,1.21,Romance,Drama,Comedy,Action,Thriller
785,3858,2.0,1266794118,0,1996,Comedy,"","",2284,3.27,1.03,596,"","","","",5,1983,24.05,1.40,1.24,Musical,Fantasy,Children,Animation,""
541,3858,5.0,1266797061,1,1982,Action,Sci-Fi,Thriller,6635,4.14,0.88,50,903,923,904,750,22,1978,19.72,2.86,1.73,Drama,Thriller,Mystery,Crime,Sci-Fi
780,3858,2.0,1266797520,0,1996,Action,Adventure,Sci-Fi,10271,3.37,1.06,1,260,356,326,905,33,1981,19.30,3.15,1.57,Drama,Thriller,Comedy,Mystery,Crime
165,3858,1.5,1266797605,0,1995,Action,Crime,Thriller,7392,3.50,0.89,47,527,1,260,356,39,1983,18.35,3.10,1.51,Drama,Thriller,Comedy,Mystery,Crime
736,3858,3.0,1266797622,0,1996,Action,Adventure,Romance,6990,3.18,1.02,47,527,1,260,356,42,1983,17.89,3.01,1.51,Drama,Thriller,Comedy,Mystery,Crime
17,3858,3.5,1266797880,1,1995,Drama,Romance,"",4556,3.97,0.94,288,454,253,47,527,55,1986,16.14,2.85,1.44,Drama,Thriller,Comedy,Mystery,Crime
223,3858,4.0,1266797900,1,1994,Comedy,"","",5102,3.86,0.97,17,288,454,253,47,57,1986,15.93,2.87,1.42,Drama,Thriller,Comedy,Mystery,Crime
353,3858,3.0,1266798396,0,1994,Action,Crime,Fantasy,3640,3.50,1.00,16,778,300,223,17,63,1987,15.32,2.94,1.39,Drama,Thriller,Comedy,Crime,Mystery
471,3858,2.5,1266807705,0,1994,Comedy,"","",2463,3.66,0.94,70,953,16,778,300,71,1987,15.40,2.86,1.40,Drama,Thriller,Comedy,Crime,Romance
22,3858,1.5,1266807765,0,1995,Crime,Drama,Horror,2208,3.30,0.92,70,953,16,778,300,73,1987,15.22,2.86,1.38,Drama,Thriller,Comedy,Crime,Romance
198,3858,3.5,1266807940,1,1995,Action,Crime,Drama,1988,3.40,0.98,910,70,953,16,778,75,1987,15.40,2.87,1.39,Drama,Thriller,Comedy,Crime,Romance
519,3858,0.5,1266809504,0,1993,Action,Crime,Drama,1048,2.19,1.02,538,535,799,319,14,93,1988,14.26,2.83,1.37,Drama,Thriller,Comedy,Crime,Mystery
81,3858,3.0,1266810307,0,1995,Crime,Drama,Romance,688,3.28,1.02,538,535,799,319,14,100,1989,12.94,2.74,1.38,Drama,Thriller,Comedy,Crime,Mystery
719,3858,1.0,1267556156,0,1996,Comedy,"","",1683,2.94,0.96,583,176,97,511,159,100,1992,6.79,2.47,1.22,Drama,Thriller,Comedy,Crime,Action
12,3858,0.5,1267666081,0,1995,Comedy,Horror,"",841,2.66,1.15,144,583,176,97,511,100,1993,6.61,2.44,1.21,Drama,Thriller,Comedy,Crime,Action
349,3858,2.0,1273094042,0,1994,Action,Crime,Drama,6309,3.64,0.81,45,407,322,507,89,100,1993,6.60,2.28,1.23,Drama,Thriller,Comedy,Crime,Action
555,3858,4.0,1284048665,1,1993,Crime,Thriller,"",3312,3.80,0.90,593,380,246,45,407,100,1992,8.54,2.25,1.25,Drama,Thriller,Comedy,Crime,Action
233,3858,4.0,1284048815,1,1994,Drama,"","",740,3.52,1.05,551,555,593,380,246,100,1992,8.54,2.31,1.25,Drama,Thriller,Comedy,Crime,Action
318,3858,3.5,1284118824,1,1994,Crime,Drama,"",13826,4.45,0.72,52,605,804,594,233,100,1992,9.07,2.37,1.25,Drama,Thriller,Comedy,Crime,Action
592,3858,3.0,1322268531,0,1989,Action,Crime,Thriller,10028,3.40,0.84,318,52,605,804,594,100,1993,8.03,2.23,1.23,Drama,Thriller,Comedy,Crime,Romance
161,3858,0.5,1349228405,0,1995,Drama,Thriller,War,5113,3.74,0.80,947,994,949,318,52,100,1991,12.00,2.19,1.20,Drama,Comedy,Thriller,Crime,Romance
783,3858,3.0,1355541552,0,1996,Animation,Children,Drama,2215,3.25,1.09,364,947,994,949,318,100,1991,12.00,2.20,1.22,Drama,Comedy,Thriller,Crime,Romance
589,3858,2.0,1383364147,0,1991,Action,Sci-Fi,"",11483,3.94,0.90,841,556,364,947,994,100,1990,12.98,2.29,1.22,Drama,Comedy,Thriller,Crime,Romance
922,3858,4.0,1421629323,1,1950,Drama,Film-Noir,Romance,1397,4.26,0.79,431,162,154,909,841,100,1989,14.79,2.33,1.25,Drama,Comedy,Thriller,Romance,Crime
307,3858,3.0,1421763006,0,1993,Drama,"","",1432,3.96,0.96,922,431,162,154,909,100,1988,15.29,2.37,1.25,Drama,Comedy,Thriller,Romance,Crime
303,5023,3.0,1270976419,0,1995,Action,Thriller,Western,1485,3.06,0.94,"","","","","",2,1994,0.71,2.50,0.71,"","","","",""
6,5523,4.0,1323352951,1,1995,Action,Crime,Thriller,5245,3.84,0.86,111,16,778,47,608,7,1992,7.26,4.00,0.50,Crime,Thriller,Drama,Comedy,Horror
733,5523,3.0,1323354752,0,1996,Action,Adventure,Thriller,6837,3.65,0.92,356,628,32,588,551,17,1992,5.44,3.97,0.37,Thriller,Crime,Drama,Comedy,Children
527,5523,4.5,1323355155,1,1993,Drama,War,"",11017,4.30,0.83,337,356,628,32,588,20,1993,5.07,3.83,0.52,Thriller,Drama,Crime,Comedy,Children
380,5523,3.0,1323355512,0,1994,Action,Adventure,Comedy,9364,3.48,0.93,780,260,480,527,337,24,1992,5.69,3.92,0.52,Thriller,Drama,Crime,Action,Comedy
736,5523,3.0,1323355552,0,1996,Action,Adventure,Romance,6990,3.18,1.02,344,780,260,480,527,28,1992,5.32,3.79,0.60,Thriller,Drama,Crime,Comedy,Action
153,5523,2.5,1325558329,0,1995,Action,Adventure,Comedy,7100,2.89,0.95,253,34,344,780,260,34,1993,4.90,3.68,0.63,Drama,Thriller,Crime,Comedy,Action
231,5523,2.5,1325558335,0,1994,Adventure,Comedy,"",7051,2.93,1.21,253,34,344,780,260,35,1993,4.83,3.64,0.65,Drama,Thriller,Crime,Comedy,Action
599,5523,3.5,1328689097,1,1969,Adventure,Western,"",745,4.01,0.91,858,364,50,318,296,44,1991,7.79,3.67,0.65,Drama,Thriller,Crime,Comedy,Adventure
107,9975,5.0,1263748936,1,1996,Adventure,Children,Comedy,1402,3.20,1.05,616,"","","","",2,1981,16.26,3.25,1.06,Children,Animation,"","",""
60,9975,4.0,1263748972,1,1995,Adventure,Children,Fantasy,1376,3.09,1.03,107,616,"","","",3,1986,14.22,3.83,1.26,Children,Adventure,Musical,Comedy,Animation
780,13460,3.5,1294670190,1,1996,Action,Adventure,Sci-Fi,10271,3.37,1.06,1,589,592,480,260,17,1989,10.34,3.15,1.09,Action,Thriller,Sci-Fi,Adventure,Crime
367,13460,4.5,1294670287,1,1994,Action,Comedy,Crime,7577,3.16,1.00,231,500,595,364,344,28,1991,8.38,3.16,1.05,Adventure,Action,Thriller,Comedy,Drama
551,13460,4.5,1294670748,1,1993,Animation,Children,Fantasy,4460,3.71,0.97,778,223,293,208,34,38,1991,7.35,3.20,1.08,Action,Comedy,Adventure,Thriller,Drama
296,13660,0.5,1267340117,0,1994,Comedy,Crime,Drama,14616,4.17,0.98,339,253,27,158,593,17,1989,11.37,3.32,1.52,Children,Thriller,Romance,Comedy,Adventure
356,14000,5.0,1278144713,1,1994,Comedy,Drama,Romance,14426,4.03,0.95,296,441,413,230,372,7,1994,0.69,3.93,0.53,Drama,Comedy,Thriller,Romance,Crime
780,14000,4.0,1278144846,1,1996,Action,Adventure,Sci-Fi,10271,3.37,1.06,1,589,592,150,260,16,1992,4.44,4.00,0.52,Drama,Comedy,Thriller,Action,Adventure
590,14000,4.0,1278144856,1,1990,Adventure,Drama,Western,9497,3.72,0.97,780,1,589,592,150,17,1992,4.39,4.00,0.50,Drama,Thriller,Comedy,Action,Adventure
588,14000,3.5,1278144993,1,1992,Adventure,Animation,Children,8980,3.67,0.92,32,527,590,780,1,20,1992,4.11,4.08,0.52,Drama,Thriller,Adventure,Comedy,Action
589,14525,4.5,1337247042,1,1991,Action,Sci-Fi,"",11483,3.94,0.90,588,153,1,592,181,7,1993,2.36,4.57,0.45,Children,Adventure,Comedy,Action,Animation
308,15435,4.0,1396429865,1,1994,Comedy,Drama,"",1102,3.89,0.88,207,307,"","","",2,1994,1.41,4.25,0.35,Drama,Romance,"","",""
306,15435,4.0,1404486378,1,1994,Drama,"","",1537,4.07,0.92,912,527,50,858,318,9,1979,23.15,4.28,0.44,Drama,Romance,Crime,Thriller,Mystery
475,15435,4.0,1405625687,1,1993,Drama,"","",1987,3.94,0.80,17,356,306,912,527,12,1983,20.81,4.21,0.45,Drama,Romance,Crime,Thriller,Mystery
296,16027,4.5,1288209180,1,1994,Comedy,Crime,Drama,14616,4.17,0.98,1,589,32,736,912,15,1987,15.39,4.00,0.63,Adventure,Action,Sci-Fi,Thriller,Drama
858,16027,5.0,1288210395,1,1972,Crime,Drama,"",8996,4.35,0.86,165,150,590,527,356,23,1989,12.72,4.00,0.69,Drama,Adventure,Thriller,Action,Sci-Fi
586,16413,5.0,1378309282,1,1990,Children,Comedy,"",6155,3.09,1.00,60,362,849,"","",3,1995,1.00,4.33,0.58,Adventure,Children,Action,Sci-Fi,Romance
47,16413,3.5,1378409603,1,1995,Mystery,Thriller,"",9335,4.06,0.87,586,60,362,849,"",4,1993,2.63,4.50,0.58,Adventure,Children,Action,Sci-Fi,Romance
922,17260,3.0,1351212248,0,1950,Drama,Film-Noir,Romance,1397,4.26,0.79,527,318,345,376,"",6,1989,12.26,3.33,0.82,Drama,Action,Thriller,Crime,War
858,1870,4.0,1386714218,1,1972,Crime,Drama,"",8996,4.35,0.86,778,47,32,590,913,21,1983,19.59,4.12,1.06,Drama,Thriller,Mystery,Adventure,Crime
32,19051,4.0,1313588167,1,1995,Mystery,Sci-Fi,Thriller,9694,3.89,0.86,47,296,"","","",2,1994,0.71,4.25,0.35,Thriller,Mystery,Crime,Drama,Comedy
714,19051,5.0,1313588998,1,1995,Drama,Mystery,Western,739,3.88,1.02,778,52,348,165,18,8,1994,0.64,4.25,0.46,Comedy,Thriller,Crime,Drama,Mystery
260,19051,3.5,1313589620,1,1977,Action,Adventure,Sci-Fi,11958,4.19,0.91,356,123,714,778,52,11,1994,0.65,4.32,0.56,Drama,Comedy,Thriller,Mystery,Romance
589,19051,2.0,1313589634,0,1991,Action,Sci-Fi,"",11483,3.94,0.90,110,260,356,123,714,13,1993,4.96,4.23,0.56,Drama,Comedy,Thriller,Mystery,Action
608,19051,5.0,1313589684,1,1996,Comedy,Crime,Drama,9505,4.09,0.93,50,527,110,260,356,18,1993,4.40,3.83,0.99,Drama,Comedy,Thriller,Mystery,Crime
527,20546,4.0,1416171351,1,1993,Drama,War,"",11017,4.30,0.83,50,"","","","",2,1994,0.71,3.00,0.71,Thriller,Mystery,Crime,"",""
135,21456,1.0,1280629487,0,1996,Comedy,"","",1390,3.00,1.06,307,"","","","",5,1994,1.14,2.40,0.96,Drama,"","","",""
300,22529,4.5,1379008355,1,1994,Drama,"","",4445,3.68,0.82,527,50,858,318,277,8,1987,12.32,3.56,1.37,Drama,Crime,Thriller,Mystery,War
912,22529,4.5,1379008688,1,1942,Drama,Romance,"",5256,4.27,0.85,300,527,50,858,318,12,1981,18.66,3.46,1.20,Drama,Crime,Thriller,Mystery,War
586,23595,4.0,1364247846,1,1990,Children,Comedy,"",6155,3.09,1.00,919,778,924,999,32,18,1986,18.39,3.06,1.35,Adventure,Action,Comedy,Sci-Fi,Romance
21,23595,3.0,1364247886,0,1995,Comedy,Crime,Thriller,5164,3.58,0.93,380,527,586,919,778,22,1988,16.74,3.18,1.31,Adventure,Comedy,Action,Romance,Drama
541,23595,4.0,1364252287,1,1982,Action,Sci-Fi,Thriller,6635,4.14,0.88,589,466,380,527,586,29,1989,14.70,3.17,1.31,Action,Comedy,Adventure,Sci-Fi,Romance
95,23595,0.5,1364252504,0,1996,Action,Adventure,Thriller,4791,3.10,0.95,293,349,356,541,589,36,1989,13.34,3.21,1.32,Action,Comedy,Drama,Thriller,Adventure
2,23595,3.0,1364330611,0,1995,Adventure,Children,Fantasy,4853,3.21,0.96,357,440,608,780,104,51,1991,11.39,3.21,1.22,Comedy,Action,Thriller,Adventure,Drama
593,26576,4.5,1325281346,1,1991,Crime,Horror,Thriller,13692,4.18,0.85,527,858,532,306,720,7,1991,8.49,3.86,0.80,Drama,Adventure,Crime,Comedy,Sci-Fi
223,2696,5.0,1304212749,1,1994,Comedy,"","",5102,3.86,0.97,319,180,719,"","",9,1994,1.05,2.94,1.04,Comedy,Thriller,Romance,Drama,""
590,2696,3.0,1304233480,0,1990,Adventure,Drama,Western,9497,3.72,0.97,165,377,47,293,450,20,1994,0.86,3.62,1.05,Thriller,Comedy,Crime,Drama,Action
780,2696,3.5,1304233698,1,1996,Action,Adventure,Sci-Fi,10271,3.37,1.06,1,34,736,589,597,29,1994,1.62,3.57,0.89,Comedy,Thriller,Drama,Action,Romance
39,2696,3.5,1304234043,1,1995,Comedy,Romance,"",5741,3.42,0.98,457,587,357,780,1,35,1994,1.70,3.56,0.85,Comedy,Thriller,Drama,Romance,Action
231,2696,1.0,1304234052,0,1994,Adventure,Comedy,"",7051,2.93,1.21,39,457,587,357,780,36,1994,1.68,3.56,0.83,Comedy,Thriller,Romance,Drama,Action
356,2725,3.5,1289090957,1,1994,Comedy,Drama,Romance,14426,4.03,0.95,296,"","","","",2,1994,0.71,3.00,0.71,Thriller,Crime,Drama,Comedy,""
362,27274,3.0,1283827031,0,1994,Adventure,Children,Romance,1657,3.38,0.96,"","","","","",3,1994,1.15,1.17,1.15,"","","","",""
405,27274,0.5,1283827154,0,1994,Action,Fantasy,"",772,2.43,1.13,"","","","","",5,1994,0.89,1.40,1.24,"","","","",""
913,28600,4.5,1404875704,1,1941,Film-Noir,Mystery,"",2720,4.17,0.83,904,"","","","",2,1974,28.99,4.00,1.41,Thriller,Mystery,"","",""
