movieId,userId,rating,timestamp,label,releaseYear,movieGenre1,movieGenre2,movieGenre3,movieRatingCount,movieAvgRating,movieRatingStddev,userRatedMovie1,userRatedMovie2,userRatedMovie3,userRatedMovie4,userRatedMovie5,userRatingCount,userAvgReleaseYear,userReleaseYearStddev,userAvgRating,userRatingStddev,userGenre1,userGenre2,userGenre3,userGenre4,userGenre5
110,18634,5.0,1140927856,1,1995,Action,Drama,War,11637,4.04,0.97,337,515,475,949,971,27,1972,22.68,3.85,0.60,Drama,Romance,Comedy,Adventure,War
272,18634,4.5,1140928595,1,1994,Comedy,Drama,"",1708,3.76,0.88,596,58,121,110,337,31,1973,22.92,3.87,0.61,Drama,Romance,Comedy,War,Adventure
838,18634,4.0,1140928717,1,1996,Comedy,Drama,Romance,1746,3.78,0.94,34,265,272,596,58,34,1975,22.64,3.88,0.59,Drama,Romance,Comedy,Fantasy,War
534,18634,4.0,1140928841,1,1993,Drama,Romance,"",1047,3.88,0.91,838,34,265,272,596,35,1975,22.58,3.89,0.58,Drama,Romance,Comedy,Fantasy,War
357,18634,3.5,1140929457,1,1994,Comedy,Romance,"",6126,3.63,0.94,508,356,73,314,549,41,1978,21.80,3.89,0.55,Drama,Romance,Comedy,War,Fantasy
380,18947,3.5,1211464306,1,1994,Action,Adventure,Comedy,9364,3.48,0.93,527,356,592,593,296,10,1993,1.93,4.30,1.34,Drama,Crime,Comedy,Thriller,War
736,18947,3.0,1211529587,0,1996,Action,Adventure,Romance,6990,3.18,1.02,47,590,858,50,380,16,1992,5.71,4.25,1.13,Drama,Crime,Thriller,Comedy,Action
165,18947,2.5,1211529616,0,1995,Action,Crime,Thriller,7392,3.50,0.89,47,590,858,50,380,17,1992,5.61,4.18,1.13,Drama,Crime,Thriller,Comedy,Action
356,18992,4.0,1237931260,1,1994,Comedy,Drama,Romance,14426,4.03,0.95,296,194,307,14,"",5,1994,0.84,4.40,0.89,Drama,Comedy,Crime,Thriller,""
589,18992,4.0,1237931288,1,1991,Action,Sci-Fi,"",11483,3.94,0.90,318,593,356,296,194,8,1993,1.28,4.38,0.74,Drama,Comedy,Crime,Thriller,Romance
457,18992,4.0,1237931298,1,1993,Thriller,"","",10736,3.97,0.78,1,590,589,318,593,11,1993,1.79,4.36,0.67,Drama,Comedy,Crime,Thriller,Adventure
154,18992,4.0,1237932754,1,1967,Drama,"","",671,3.81,0.91,213,306,908,750,745,30,1988,11.63,4.37,0.61,Drama,Thriller,Comedy,Crime,Action
377,18992,4.0,1237933030,1,1994,Action,Romance,Thriller,9053,3.49,0.94,608,47,154,213,306,33,1988,11.83,4.36,0.60,Drama,Thriller,Comedy,Crime,Action
736,18992,3.0,1237933062,0,1996,Action,Adventure,Romance,6990,3.18,1.02,364,648,344,377,608,39,1989,11.12,4.28,0.65,Drama,Thriller,Comedy,Action,Adventure
34,18992,5.0,1237933100,1,1995,Children,Drama,"",7042,3.63,1.11,231,364,648,344,377,47,1989,10.30,4.06,0.79,Drama,Thriller,Comedy,Adventure,Action
6,18992,4.0,1237933217,1,1995,Action,Crime,Thriller,5245,3.84,0.86,21,141,541,454,253,63,1990,9.15,3.95,0.81,Drama,Thriller,Comedy,Action,Adventure
788,18992,2.0,1237933364,0,1996,Comedy,Fantasy,Romance,4208,2.87,1.08,778,919,223,924,912,74,1989,12.15,3.96,0.80,Drama,Thriller,Comedy,Action,Adventure
370,18992,3.0,1238002621,0,1994,Action,Comedy,"",3087,2.96,1.05,653,920,353,235,923,87,1989,13.64,3.91,0.84,Drama,Thriller,Comedy,Action,Adventure
356,20158,4.5,1155354202,1,1994,Comedy,Drama,Romance,14426,4.03,0.95,593,296,457,904,112,10,1990,12.73,3.10,1.17,Thriller,Crime,Comedy,Action,Adventure
380,20158,3.5,1155354224,1,1994,Action,Adventure,Comedy,9364,3.48,0.93,589,590,110,260,150,19,1990,9.77,3.68,1.07,Action,Thriller,Drama,Adventure,Crime
165,20158,4.5,1155354279,1,1995,Action,Crime,Thriller,7392,3.50,0.89,648,50,377,608,32,29,1991,8.12,3.78,0.91,Thriller,Action,Adventure,Drama,Crime
47,20158,4.0,1155354298,1,1995,Mystery,Thriller,"",9335,4.06,0.87,349,165,648,50,377,33,1992,7.65,3.73,0.90,Thriller,Action,Adventure,Crime,Drama
367,20158,3.5,1155354343,1,1994,Action,Comedy,Crime,7577,3.16,1.00,231,500,597,733,858,44,1992,7.38,3.68,0.84,Thriller,Action,Adventure,Drama,Crime
293,20158,4.5,1155355025,1,1994,Action,Crime,Drama,5587,4.06,0.81,161,253,454,434,539,53,1992,6.76,3.68,0.78,Thriller,Action,Drama,Adventure,Comedy
628,20158,3.5,1155355085,1,1996,Crime,Drama,Mystery,2458,3.74,0.83,474,293,161,253,454,55,1992,6.64,3.70,0.77,Thriller,Action,Drama,Adventure,Comedy
428,20158,3.5,1155355195,1,1993,Drama,"","",1080,3.83,0.75,553,628,474,293,161,57,1992,6.54,3.69,0.76,Thriller,Action,Drama,Adventure,Crime
541,20158,4.0,1155355676,1,1982,Action,Sci-Fi,Thriller,6635,4.14,0.88,428,553,628,474,293,58,1992,6.48,3.69,0.75,Thriller,Drama,Action,Adventure,Crime
258,20158,2.5,1155357278,0,1995,Adventure,Children,Comedy,365,2.59,1.04,173,353,172,198,924,77,1991,8.91,3.62,0.72,Thriller,Drama,Action,Crime,Adventure
586,20158,4.0,1155357768,1,1990,Children,Comedy,"",6155,3.09,1.00,216,333,104,11,223,85,1992,8.52,3.60,0.71,Thriller,Drama,Action,Crime,Adventure
364,2136,5.0,1145932737,1,1994,Adventure,Animation,Children,8464,3.78,0.93,509,11,265,351,377,42,1992,8.64,4.21,0.47,Romance,Comedy,Drama,Thriller,Action
594,2136,5.0,1145932963,1,1937,Animation,Children,Drama,3902,3.61,0.97,595,364,509,11,265,44,1992,8.44,4.24,0.48,Romance,Drama,Comedy,Thriller,Action
750,21889,3.5,1186879556,1,1964,Comedy,War,"",5151,4.24,0.88,25,185,253,648,349,24,1989,15.55,3.60,0.68,Drama,Crime,Thriller,Action,Adventure
924,22254,5.0,1296429068,1,1968,Adventure,Drama,Sci-Fi,5530,3.95,1.05,272,849,899,246,345,5,1986,19.03,4.40,0.42,Comedy,Drama,Documentary,Musical,Romance
150,23318,3.5,1299123208,1,1995,Adventure,Drama,IMAX,10324,3.86,0.86,590,589,356,110,"",4,1992,2.38,4.38,0.48,Drama,Action,War,Comedy,Romance
19,23318,0.5,1299123597,0,1995,Comedy,"","",4501,2.62,1.16,924,1,434,587,593,14,1988,10.07,3.82,0.77,Drama,Adventure,Action,Thriller,Comedy
648,23318,3.5,1300483108,1,1996,Action,Adventure,Mystery,8117,3.37,0.90,457,924,1,434,587,16,1989,9.58,3.59,1.10,Drama,Adventure,Thriller,Action,Comedy
47,25969,5.0,1309040017,1,1995,Mystery,Thriller,"",9335,4.06,0.87,50,32,780,"","",6,1994,1.03,3.50,1.00,Thriller,Sci-Fi,Mystery,Action,Adventure
296,25969,5.0,1342272685,1,1994,Comedy,Crime,Drama,14616,4.17,0.98,589,110,36,367,47,12,1994,1.36,3.88,0.93,Action,Thriller,Sci-Fi,Mystery,Crime
316,25969,3.0,1342272796,0,1994,Action,Adventure,Sci-Fi,6915,3.35,0.94,344,6,719,296,589,16,1994,1.26,3.91,0.86,Thriller,Action,Crime,Comedy,Sci-Fi
457,25969,2.5,1342272920,0,1993,Thriller,"","",10736,3.97,0.78,344,6,719,296,589,20,1994,1.24,3.60,1.06,Thriller,Action,Crime,Comedy,Sci-Fi
919,27317,5.0,1350267801,1,1939,Adventure,Children,Fantasy,5138,3.98,0.94,527,262,"","","",3,1994,1.00,4.17,1.04,Drama,Children,War,"",""
778,27990,4.5,1197592462,1,1996,Comedy,Crime,Drama,5195,4.00,0.90,750,410,364,924,111,22,1987,14.50,3.50,1.13,Drama,Comedy,Crime,Thriller,Adventure
316,27990,3.5,1197772914,1,1994,Action,Adventure,Sci-Fi,6915,3.35,0.94,595,165,648,50,588,42,1988,13.51,3.40,1.03,Drama,Crime,Thriller,Adventure,Comedy
965,27990,4.5,1205139910,1,1935,Drama,Mystery,Thriller,857,3.97,0.81,599,32,552,543,903,82,1989,13.52,3.30,0.92,Drama,Thriller,Comedy,Adventure,Action
356,27990,4.0,1205389794,1,1994,Comedy,Drama,Romance,14426,4.03,0.95,593,70,785,596,784,100,1988,14.92,3.35,0.88,Drama,Comedy,Thriller,Action,Adventure
367,28316,2.5,1262813154,0,1994,Action,Comedy,Crime,7577,3.16,1.00,260,541,293,778,858,19,1984,16.45,3.21,0.95,Crime,Sci-Fi,Thriller,Drama,Action
296,28316,3.0,1348431966,0,1994,Comedy,Crime,Drama,14616,4.17,0.98,920,235,223,260,541,30,1986,16.38,3.10,0.89,Drama,Comedy,Crime,Sci-Fi,Thriller
750,28316,4.0,1348432003,1,1964,Comedy,War,"",5151,4.24,0.88,920,235,223,260,541,31,1986,16.17,3.10,0.88,Drama,Comedy,Crime,Sci-Fi,Thriller
356,29210,5.0,1296984755,1,1994,Comedy,Drama,Romance,14426,4.03,0.95,377,745,318,909,307,11,1989,11.76,2.91,1.67,Romance,Drama,Action,Comedy,Western
733,29210,0.5,1296984798,0,1996,Action,Adventure,Thriller,6837,3.65,0.92,356,377,745,318,909,13,1989,10.97,3.08,1.63,Romance,Drama,Comedy,Action,Western
344,29210,2.5,1296984871,0,1994,Comedy,"","",8273,2.98,1.11,34,588,356,377,745,19,1991,9.18,2.89,1.57,Drama,Romance,Comedy,Children,Action
293,29210,4.5,1296984944,1,1994,Action,Crime,Drama,5587,4.06,0.81,34,588,356,377,745,20,1991,8.96,2.88,1.53,Drama,Romance,Comedy,Children,Action
1,29549,2.0,1159011363,0,1995,Adventure,Animation,Children,10759,3.91,0.89,527,367,296,356,32,18,1994,1.44,2.72,1.35,Comedy,Drama,Thriller,War,Crime
454,29549,3.0,1159722454,0,1993,Drama,Thriller,"",5500,3.51,0.81,18,527,367,296,356,20,1994,1.38,2.73,1.30,Comedy,Drama,Thriller,War,Crime
508,29549,4.0,1160465423,1,1993,Drama,"","",4185,3.83,0.87,47,778,18,527,367,30,1993,3.60,2.68,1.24,Comedy,Drama,Thriller,Crime,Mystery
592,29549,1.5,1173571041,0,1989,Action,Crime,Thriller,10028,3.40,0.84,593,50,288,508,47,35,1993,3.37,2.81,1.19,Comedy,Thriller,Crime,Drama,Mystery
541,29549,3.5,1173571232,1,1982,Action,Sci-Fi,Thriller,6635,4.14,0.88,593,50,288,508,47,38,1993,4.28,2.75,1.17,Comedy,Thriller,Crime,Drama,Mystery
735,29549,1.5,1173571482,0,1994,Horror,"","",254,3.35,1.22,541,593,50,288,508,39,1992,4.59,2.77,1.16,Thriller,Comedy,Crime,Drama,Mystery
318,29549,5.0,1255123847,1,1994,Crime,Drama,"",13826,4.45,0.72,608,912,293,541,593,43,1991,8.94,2.80,1.15,Thriller,Drama,Crime,Comedy,Action
628,29549,4.0,1414779967,1,1996,Crime,Drama,Mystery,2458,3.74,0.83,180,29,858,318,608,47,1991,9.05,2.93,1.18,Drama,Crime,Thriller,Comedy,Mystery
110,3606,5.0,1129822415,1,1995,Action,Drama,War,11637,4.04,0.97,318,150,590,592,457,13,1989,14.92,4.04,0.83,Drama,Thriller,Crime,Action,Comedy
34,3606,1.0,1129822568,0,1995,Children,Drama,"",7042,3.63,1.11,364,47,316,595,349,34,1991,9.77,3.87,0.92,Thriller,Action,Drama,Adventure,Crime
377,4032,2.5,1360800199,0,1994,Action,Romance,Thriller,9053,3.49,0.94,608,909,"","","",3,1982,19.29,3.50,0.50,Comedy,Drama,Romance,Crime,Thriller
899,4032,3.5,1360800898,1,1952,Comedy,Musical,Romance,2221,4.08,0.95,903,25,364,608,909,7,1983,17.09,3.93,0.98,Drama,Romance,Comedy,Thriller,Crime
904,4032,5.0,1360803377,1,1954,Mystery,Thriller,"",3845,4.25,0.77,922,930,923,858,111,28,1977,21.58,4.09,0.72,Drama,Comedy,Romance,Thriller,Children
110,4032,3.5,1360804048,1,1995,Action,Drama,War,11637,4.04,0.97,296,593,926,910,912,34,1974,21.83,4.18,0.70,Drama,Comedy,Romance,Thriller,Crime
588,4032,4.5,1361002839,1,1992,Adventure,Animation,Children,8980,3.67,0.92,293,47,110,296,593,37,1976,21.60,4.19,0.69,Drama,Comedy,Romance,Thriller,Crime
902,4032,5.0,1361002901,1,1961,Drama,Romance,"",2112,3.85,0.92,596,595,588,293,47,40,1976,21.83,4.21,0.67,Drama,Comedy,Romance,Thriller,Children
141,6731,4.0,1145691627,1,1996,Comedy,"","",4859,3.52,0.96,996,19,153,344,586,38,1994,1.59,4.54,0.50,Action,Thriller,Comedy,Drama,Crime
733,6731,4.5,1145692439,1,1996,Action,Adventure,Thriller,6837,3.65,0.92,252,539,765,141,996,42,1994,1.58,4.51,0.50,Action,Thriller,Comedy,Drama,Crime
516,6731,5.0,1145692891,1,1994,Comedy,Drama,"",763,3.08,0.89,733,252,539,765,141,43,1994,1.58,4.51,0.49,Action,Thriller,Comedy,Drama,Adventure
485,6731,4.0,1145693150,1,1993,Action,Adventure,Comedy,2880,2.78,1.00,380,516,733,252,539,45,1994,1.55,4.52,0.49,Action,Thriller,Comedy,Drama,Adventure
253,6731,4.0,1145693580,1,1994,Drama,Horror,"",6010,3.50,0.94,260,172,485,380,516,48,1993,2.91,4.51,0.48,Action,Thriller,Comedy,Adventure,Drama
544,6731,4.0,1156341239,1,1993,Action,Crime,"",482,2.94,0.85,34,364,736,1,161,64,1993,2.63,4.44,0.54,Thriller,Action,Drama,Comedy,Adventure
356,9009,4.0,1141733909,1,1994,Comedy,Drama,Romance,14426,4.03,0.95,19,"","","","",2,1995,0.00,3.50,0.71,Comedy,"","","",""
858,9009,1.5,1141739788,0,1972,Crime,Drama,"",8996,4.35,0.86,527,318,648,593,45,10,1994,1.41,3.65,0.47,Drama,Comedy,Thriller,War,Crime
296,9009,3.0,1141747216,0,1994,Comedy,Crime,Drama,14616,4.17,0.98,48,527,318,648,593,15,1988,14.22,3.33,0.79,Drama,Comedy,Thriller,Romance,War
953,9009,4.0,1141747836,1,1946,Drama,Fantasy,Romance,3081,4.04,0.99,590,48,527,318,648,23,1990,11.63,3.22,0.67,Drama,Comedy,Thriller,Romance,War
589,9030,4.0,1348914811,1,1991,Action,Sci-Fi,"",11483,3.94,0.90,223,32,778,475,"",6,1994,1.17,3.75,0.88,Drama,Comedy,Crime,Mystery,Sci-Fi
47,9030,4.5,1348914836,1,1995,Mystery,Thriller,"",9335,4.06,0.87,953,589,223,32,778,8,1988,17.15,3.81,0.75,Drama,Comedy,Sci-Fi,Crime,Mystery
150,9583,2.0,1158171072,0,1995,Adventure,Drama,IMAX,10324,3.86,0.86,608,318,110,1,"",7,1988,15.33,3.79,1.11,Drama,Comedy,Crime,Adventure,Animation
590,9586,4.0,1182975659,1,1990,Adventure,Drama,Western,9497,3.72,0.97,531,441,362,237,"",5,1994,1.30,4.10,1.02,Comedy,Romance,Children,Adventure,Drama
480,9586,5.0,1182975737,1,1993,Action,Adventure,Sci-Fi,13033,3.67,0.93,780,1,356,590,531,9,1994,1.87,4.22,0.87,Comedy,Adventure,Romance,Children,Drama
588,9586,5.0,1182975833,1,1992,Adventure,Animation,Children,8980,3.67,0.92,527,480,780,1,356,11,1993,1.72,4.36,0.84,Adventure,Comedy,Drama,Romance,Children
595,9586,5.0,1182975948,1,1991,Animation,Children,Fantasy,7539,3.65,0.98,150,377,318,588,527,15,1993,1.57,4.37,0.77,Adventure,Drama,Comedy,Romance,Children
296,9586,3.5,1182976015,1,1994,Comedy,Crime,Drama,14616,4.17,0.98,592,595,150,377,318,17,1993,1.97,4.35,0.77,Adventure,Drama,Comedy,Romance,Children
50,10272,4.5,1165433912,1,1995,Crime,Mystery,Thriller,10221,4.35,0.75,260,318,"","","",2,1985,12.02,4.50,0.00,Crime,Drama,Action,Adventure,Sci-Fi
593,10272,4.0,1165433919,1,1991,Crime,Horror,Thriller,13692,4.18,0.85,50,260,318,"","",3,1988,10.12,4.50,0.00,Crime,Drama,Action,Adventure,Sci-Fi
951,10272,4.0,1165433998,1,1940,Comedy,Romance,"",890,4.13,0.84,750,858,541,593,50,7,1982,11.85,4.43,0.19,Crime,Thriller,Drama,Action,Sci-Fi
260,11247,3.0,1136342471,0,1977,Action,Adventure,Sci-Fi,11958,4.19,0.91,908,923,16,"","",7,1981,22.01,3.14,0.85,Drama,Mystery,Crime,Action,Adventure
480,11247,3.0,1136342473,0,1993,Action,Adventure,Sci-Fi,13033,3.67,0.93,908,923,16,"","",8,1980,20.43,3.12,0.79,Drama,Mystery,Crime,Action,Adventure
47,11247,3.0,1136342499,0,1995,Mystery,Thriller,"",9335,4.06,0.87,908,923,16,"","",9,1982,19.54,3.11,0.74,Drama,Mystery,Crime,Action,Adventure
141,11247,2.5,1136342538,0,1996,Comedy,"","",4859,3.52,0.96,908,923,16,"","",12,1985,17.76,3.04,0.66,Drama,Mystery,Crime,Action,Adventure
318,14879,5.0,1257649081,1,1994,Crime,Drama,"",13826,4.45,0.72,31,785,762,282,145,5,1995,0.84,4.30,0.27,Comedy,Drama,Crime,Action,Thriller
919,15947,4.0,1320791141,1,1939,Adventure,Children,Fantasy,5138,3.98,0.94,924,288,253,364,32,27,1991,7.80,4.02,1.19,Drama,Crime,Thriller,Comedy,Action
19,15947,3.0,1320791201,0,1995,Comedy,"","",4501,2.62,1.16,919,924,288,253,364,29,1989,12.29,3.95,1.21,Drama,Crime,Thriller,Adventure,Comedy
508,15947,4.0,1320791286,1,1993,Drama,"","",4185,3.83,0.87,919,924,288,253,364,30,1989,12.12,3.92,1.20,Drama,Crime,Thriller,Adventure,Comedy
592,15947,1.5,1320808772,0,1989,Action,Crime,Thriller,10028,3.40,0.84,923,368,508,919,924,36,1988,13.89,3.78,1.34,Drama,Crime,Thriller,Adventure,Comedy
185,15947,1.5,1320808959,0,1995,Action,Crime,Thriller,5344,3.11,0.96,923,368,508,919,924,45,1989,12.52,3.43,1.41,Drama,Crime,Thriller,Adventure,Comedy
208,17835,3.0,1149942572,0,1995,Action,Adventure,Sci-Fi,5958,2.85,1.03,260,316,527,356,720,10,1992,5.67,3.25,1.09,Adventure,Comedy,Drama,War,Action
296,17910,4.0,1204308079,1,1994,Comedy,Crime,Drama,14616,4.17,0.98,457,110,107,24,204,8,1995,1.07,4.00,0.71,Comedy,Sci-Fi,Adventure,Children,Action
356,17910,4.0,1204308749,1,1994,Comedy,Drama,Romance,14426,4.03,0.95,546,95,344,786,185,30,1993,3.60,4.22,0.54,Action,Thriller,Adventure,Comedy,Sci-Fi
364,17910,4.5,1204308864,1,1994,Adventure,Animation,Children,8464,3.78,0.93,595,47,50,608,32,41,1993,3.18,4.18,0.56,Action,Thriller,Adventure,Comedy,Crime
